,ID,OPSHEET ID,SITE NO,SITE,DATE,MUNICIPALITY,BUS PRIORITY
886,887,3526_image028.gif,3526.0,"MILLERS
  ROAD/CABOT DRIVE",2012-01-06 00:00:00,HOBSONS BAY,"Detector 12, Place nan-ocking calls for E@ when presence time expires., If detector 12 is ON for the time in Special Purpose Timesetting no. 11, ignore detector 12’s function, until the detector changes state from OFF ta ON, Bus Operation, Detectors 2 & 3, 1, If detector 2 is activated prior to detector 3 and detector 2 remains on during the period, between detector 2 being activated and detector 3 being activated, and detector 3 is accupied, for the duration ofits presence time, then place non-locking calls for SG6 in AS, CB and FO and, sets MSS1, 2, A bus an detector 3 in G@ sets a special maximum green time for G@ (Special Purpose, Timesetting No. 12)., 3, If detector 2 and/or 3 is continuously ON, C@, FB, SG6 in A@ and G@ special maximum green, time will not be recalled via detectors 2 and 3 until detector 2 and/or 3 changes state fram OFF, to ON, 4. Bus on detectors 2 and 3 set MSS1, 5. Bus leaving detector 3 sets MSS2., Detectors 6 & 7, 1, If detector 6 is activated prior to detector 7 and detector 6 remains on during the period, between detector 6 being activated and detector 7 being activated, and detector 7 is accupied, for the duration ofits presence time, then place non-lacking calls far SG7 in A@, C®, FO and Go, and sets MSS3, 2, If detector 6 and/or 7 is continuously ON, C@, FO and SG7 in A@ and GP will not be recalled via, detectors 6 and 7 until detector 6 and/or 7 changes state from OFF to ON, 3. Detectors 6 and 7 are inhibited fram calling SG7 in A@ and G@ when XSF7 is set during the, clearway times (6.30-9.30am and 3.30-6.30pm M-F), 4. Bus on detectors 6 and 7 sets MSS3, 5. Bus leaving detector 7 sets MSS4,, 6. To monitor XSF and MSS flags on the controller, key in, Flag Type, Controller Type, XSF Mss., QTC/ Eclipse/, atsca/Alpna1e 7 (0199) > 1 (Mem) > D8 7 (Diag) > 1 (Mem) > DA, XSFI-8 A.ED0D8 MSS1-8 A.EDOD A,, pea XSFO-16 4.E00D9 MSS9-16 A.E00DB, SPECIAL OPERATION FOR RESIDENT EXIT MOVEMENT., To assist the exit m ovement of the resident, an “all red” vehicle phase has been provided. This phase, is EG, and is called by detector 11 and 12 (see above), A white display is provided, facing the, resident's driveway, to indicate when the controller is in £9. This display is driven by Signal Group 3, green"
887,888,3528_image079.gif,3528.0,LINCOLN ROAD NR SPENCER STREET,2013-09-10 00:00:00,MOONEE VALLEY,"© Standard -for Tram/Bus or Congestion treatment, @ High - for Pedestrian priority"
888,889,3531_image092.gif,3531.0,GAFFNEY STREET NR AUTUMN STREET,2015-03-27 00:00:00,MORELAND,© Standard -for Tram/Bus or Congestion treatment
889,890,3556_image023.png,3556.0,NORTH ROAD NR DALMOR AVENUE & CADBY AVENUE,2016-05-11 00:00:00,GLEN EIRA,"NOTES:, 1. SG1* is a 2-aspect (R/Y) partially-controlled left turn., 2. SG5 is a 1-aspect (W) Bus 'B' lantern., 3. SG7 (P1) also drives 2-aspect (R/G) bike displays."
890,891,3556_image050.png,3556.0,NORTH ROAD NR DALMOR AVENUE & CADBY AVENUE,2016-05-11 00:00:00,GLEN EIRA,"Detectors 4 & 8 are Bus Loops, Detectors 17 & 18 are Clearance Zone detectors for P1., Detectors 19 & 20 are Clearance Zone detectors for P2., Detectors 21 & 22 are pedestrian push buttons."
891,892,3556_image140.png,3556.0,NORTH ROAD NR DALMOR AVENUE & CADBY AVENUE,2016-05-11 00:00:00,GLEN EIRA,BUS Bay
892,893,3556_image194.png,3556.0,NORTH ROAD NR DALMOR AVENUE & CADBY AVENUE,2016-05-11 00:00:00,GLEN EIRA,"© Standard - for Tram/Bus or Congestion treatment, @ High - for Pedestrian priority"
893,894,3556_image201.png,3556.0,NORTH ROAD NR DALMOR AVENUE & CADBY AVENUE,2016-05-11 00:00:00,GLEN EIRA,"(A, AD, n YY, !, i —->, 4—> 1, i 2——>, I, Pa!, 8), |+——— 3, l, v, NOTES:, 1. SGT"" is a 2-aspect (R/Y) pattally-controlled left tun,, 2. SG5 is a F-aspect (W) Bus'B' lantern, 3. $67 (Pt) also drives 2-aspect (R/G) bike displays."
894,895,3556_image202.png,3556.0,NORTH ROAD NR DALMOR AVENUE & CADBY AVENUE,2016-05-11 00:00:00,GLEN EIRA,"KATANDRA, Detectors 4 & 8 are Bus Loops, Detectors 17 & 18 are Clearance Zone detectors for P1., Detectors 19 & 20 are Clearance Zone detectors for P2., Detectors 21 & 22 are pedestrian push buttons,, 50knvh, CADBY AVENUE"
895,896,3557_image141.png,3557.0,NORTH ROAD NR CARLYON STREET,2016-11-15 00:00:00,GLEN EIRA,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
896,897,3560_image035.png,3560.0,NORTH ROAD / EAST BOUNDARY ROAD / MURRUMBEENA ROAD,2017-02-10 00:00:00,GLEN EIRA,"Note, SGs 5, 6, 7 & 8 are 3-aspect (R/Y/G) fully controlled right turns, SG7*is a 2-aspect (Y/G) partially controlled left turn, SG13is a 1-aspect (W) bus lantern"
897,898,3560_image036.png,3560.0,NORTH ROAD / EAST BOUNDARY ROAD / MURRUMBEENA ROAD,2017-02-10 00:00:00,GLEN EIRA,"n——> *, 2———> | P3, 6 a, v, 1P3, tt), [Nate, ISGs5, 6,7 & 8 are 3-aspect (R/VIG) uly controlled right turns, [SG7""is a 2-aspect (VIG) patially controled le turn, |SG13is a 1-aspect (W) bus lantern, mao <, a4, REFERENCE CORNER, P2(10), 1 7, ViePLO_» PIO V¥"
898,899,3560_image171.png,3560.0,NORTH ROAD / EAST BOUNDARY ROAD / MURRUMBEENA ROAD,2017-02-10 00:00:00,GLEN EIRA,Bus Ext
899,900,3560_image179.png,3560.0,NORTH ROAD / EAST BOUNDARY ROAD / MURRUMBEENA ROAD,2017-02-10 00:00:00,GLEN EIRA,"JL, BUS @"
900,901,3560_image196.png,3560.0,NORTH ROAD / EAST BOUNDARY ROAD / MURRUMBEENA ROAD,2017-02-10 00:00:00,GLEN EIRA,"Bus PRIORITY OPERATION, BusDet.No. Functions, 2 ‘Starts Timer 1 (Spedal Purpose Timesetting No-'s 23, 25, 27 or 29)., ‘Timer 1 expired: places calls for BB, extends BS., Starts Timer 2 (Special Purpose Timesetting No.'s 24, 26, 28 or 30)., ‘Timer 2 expired: places call for GO., 21% 22 When first activated: resets Timers 1 & 2, cancelling the calls and extensions for, {referto —-B@ and G2., Detector == When on: places non-locking calls for E@ & G2., Operation), DETECTOR OPERATION, Detectors 21 and 22, Detectors 21 and 22 are activated if the following conditions coor:, © Detector 21 is activated prior to Detector 22 and, © Detector 21 remains on during the period between Detector 21 being activated and Detector 22, being activated, and, © Detector 22 is couupied for the duration specified in its presence time., notes, 1. When an advance bus detector fails {ie. has a detector alarm) it will be disabled., 2. When a stop line bus detector fails, both it and the assodated advance detector will be disabled., 3. If the value of a delay time is set high {eg. 200} the bus will reach the stop line well before the, dday timer expires, and thus phase calls from the advance detector will be effectively inhibited., 4. Timer status can be monitored be observing the led display on the front panel as follows;, Controller Key Led Position & Timer Ho.’s, 9 0 0 0 0 0 0 ©, 2.3 4, ALOIS, 5. Bus calls are cancelled and timers reset if the timers have been expired for more than one cyde., 6. To monitor XSF and MSS flags on the front panel, key in;, PSC2000 ‘A.E00D8:, Z Flags ‘Time of Phase Priority Inhibit, Day Detectors, NoZ-  NoZ+ Lop. - -, Zz NoZ+ AM - -, No Z- Ze PM - -, Zz Ze H.0.P."
901,902,3571_image074.gif,3571.0,"VICTORIA PARADE 
  NR CROMWELL STREET",2015-07-14 00:00:00,MELBOURNE,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
902,903,3573_image097.gif,3573.0,MT DANDENONG ROAD NR FARNLEY STREET,2015-02-12 00:00:00,MAROONDAH,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
903,904,3574_image152.gif,3574.0,DORSET ROAD NR LEIGH ROAD,2015-02-13 00:00:00,MAROONDAH,"© Standard - for Tram/Bus or Congestion treatment, > High - for Pedestrian priority"
904,905,3584_image104.gif,3584.0,FERRES BOULEVARD NR CIVIC CENTRE ACCESS,2015-09-29 00:00:00,WHITTLESEA,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
905,906,3600_image180.png,3600.0,PASCOE VALE ROAD / DIMBOOLA ROAD,2018-06-05 00:00:00,HUME,"Detectors 11-14 are pedestrian push, buttons, Detectors 7-8 are tram detectors, Detectors 9-10 are bus detectors, Detectors 15-18 are vehicle loops for trams"
906,907,3600_image181.png,3600.0,PASCOE VALE ROAD / DIMBOOLA ROAD,2018-06-05 00:00:00,HUME,"Detectors 11-14 are pedestrian push, buttons, Detectors 7-8 are tram detectors, Detectors 9-10 are bus detectors, Detectors 15-18 are vehicle loops for trams"
907,908,3600_image333.png,3600.0,PASCOE VALE ROAD / DIMBOOLA ROAD,2018-06-05 00:00:00,HUME,BUS EXT
908,909,3616_image247.png,3616.0,PASCOE VALE ROAD / BARRY ROAD,2014-07-24 00:00:00,HUME,BUS
909,910,3633_image144.png,3633.0,"SOUTH ROAD 
  NR HAMPTON  STREET",2016-12-08 00:00:00,BAYSIDE,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
910,911,3636_image114.gif,3636.0,BLUFF ROAD NR HOLLOWAY ROAD,2016-02-29 00:00:00,BAYSIDE,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
911,912,3649_image087.gif,3649.0,DONALD STREET NR NICHOLSON STREET,2013-08-01 00:00:00,MARIBYRNONG,"© Standard - for Tram/Bus or Congestion treatment, ® High - for Pedestrian priority"
912,913,3650_image116.png,3650.0,GLENROY ROAD/ CARDINAL ROAD,2013-06-12 00:00:00,MORELAND,"* Red arrow dropsin A@., # Conditional on bus demand."
913,914,3658_image020.png,3658.0,BELL STREET/PENTRIDGE BOULEVARD,2014-07-21 00:00:00,MORELAND,"SG4is a 3-aspect (R/Y/G) fully-controlled right turn, SG5is a 2-aspect (Y/G) partially-controlled left turn, SG6is a 1-aspect (VW) bus lantern that is not, displayed, SG7is a 1-aspect (W) bus display, SG8is a 2-aspect (R/Y) partially-controlled left turn"
914,915,3658_image097.png,3658.0,BELL STREET/PENTRIDGE BOULEVARD,2014-07-21 00:00:00,MORELAND,BUS LANE
915,916,3658_image101.png,3658.0,BELL STREET/PENTRIDGE BOULEVARD,2014-07-21 00:00:00,MORELAND,BUS LANE
916,917,3658_image128.png,3658.0,BELL STREET/PENTRIDGE BOULEVARD,2014-07-21 00:00:00,MORELAND,BUS
917,918,3658_image129.png,3658.0,BELL STREET/PENTRIDGE BOULEVARD,2014-07-21 00:00:00,MORELAND,"Oo, ~, BUS"
918,919,3664_image100.gif,3664.0,TOORONGA ROAD NR BETHUNE STREET,2016-02-19 00:00:00,BOROONDARA,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
919,920,3667_image113.png,3667.0,HIGH STREET NR PAKINGTON STREET,2017-02-09 00:00:00,BOROONDARA,"© Standard - for Tram/Bus or Congestion treatment, ® High - for Pedestrian priority"
920,921,3677_image038.png,3677.0,WARRIGAL ROAD / HARVEY NORMAN ENT. 1,2014-08-27 00:00:00,MONASH,10 (BUS PRIORITY INPUT)
921,922,3677_image064.png,3677.0,WARRIGAL ROAD / HARVEY NORMAN ENT. 1,2014-08-27 00:00:00,MONASH,1 (BUS PRIORITY INPUT)
922,923,3677_image108.png,3677.0,WARRIGAL ROAD / HARVEY NORMAN ENT. 1,2014-08-27 00:00:00,MONASH,"~., T BUS EXT"
923,924,3677_image111.gif,3677.0,WARRIGAL ROAD / HARVEY NORMAN ENT. 1,2014-08-27 00:00:00,MONASH,"BUS PRIORITY OPERATION, GENERAL DESCRIPTION, Bus priosity inputs from the BUS PRIORITY CONTROL SYSTEM are connected tm detector inputs in, the traffic signal controller., ‘Each Bus Priority Inputis held on (.e_ held on short-circuit) from the point when the bus reaches the, priority request location on the particular bus priority approach until it passes the sing line on that, approach., Defector 10 is connected to the Bus Priority Input that services buses on the South Approach., ‘Defector 11 is connected to the Bus Priority Input that services buses on the Noth Approach., DETAILED DESCRIPTION, The following table describes the fanctions of each of the bus detectors:, MSS Fig Se Fig to, Set When we Inhibit, Bas Priscity, Detector, Activated, ""When detectors on:, 10 > when presence time expires, places non-, y locking call for Dif in AZ;, @us Priority > when presence time expires, places Mss9 MSSI0 XSFIS, Inpat, South locking call for AZ, Approwh) > extends DZ and, > extends AD., ‘When detector is on:, n > when presence time expires, places non-, _ locking call for Dif in AZ;, us Priority > when presence time expires, places MSS11 ‘MSS12 XSFI6, Input, North locking call for AZ, Aporoach) > extends DO: and, >_ extends AD, Bus calls are cancelled if the presence timers have been expired for more than one cycle. The bus, detecinrs do not became operative until they again change state."
924,925,3682_image054.png,3682.0,WARRIGAL ROAD / RIVERSDALE ROAD,2016-03-02 00:00:00,WHITEHORSE,"NOTE:, 1. Detectors 13 -> 16 are tram, detectors., 2. Detectors 17 & 18 are bus, detectors., 3. Detectors 21 -> 24 are, pedestrian push buttons."
925,926,3688_image096.gif,3688.0,WARRIGAL ROAD NR MADELINE STREET,2015-01-22 00:00:00,MONASH,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
926,927,3689_image009.png,3689.0,WARRIGAL ROAD / THE BOULEVARD,2014-08-28 00:00:00,MONASH,"NOTES:, 1. SG6 is a 3-aspect (R/Y/G) fully controlled right turn, 2. SG7 is a Zaspect (Y/G) partially controlled left turn:, 3. $611 isa 1-aspect white 'B (bus) display, 4. P4 wait state &(SO1) drives the LED ""PREPARE TO STOP"" sign"
927,928,3693_image044.png,3693.0,WARRIGAL ROAD / NORTH ROAD,2015-10-13 00:00:00,MONASH,"Detectors 11-14 are pedestrian push buttons, Detectors 7-8 are tram detectors, Detectors 9-10 are bus detectors, Detectors 15-18 are vehicle loops for trams"
928,929,3695_image013.gif,3695.0,"WARRIGAL
  RD/OLD DANDENONG RD",2010-12-23 00:00:00,KINGSTON,"2, eS, NS, 63), BUS EXT."
929,930,3695_image018.gif,3695.0,"WARRIGAL
  RD/OLD DANDENONG RD",2010-12-23 00:00:00,KINGSTON,"MSS Flag, MSS Flag Flag ta, Bus Detector Set When es Inhibit, Na. Function Bus Gort Operation, @escription) Detector laa of Bus, Activated Detector Detector, “When detector is on:, eI > when presence time expires, places non-, locking call for DO if in AG,, @us Priority | > when presence time expires, places ESS ern eer, Input, South locking call for A;, Approach) | > extends D@; and, > extends AG., “When detector is on:, 19 > when presence time expires, places non-, locking call for DO if in AG,, @us Priority | > when presence time expires, places MSS7 Msse XSF16, Input, North locking call for AG;, Approach) | > extends D@, and, > _extends AD"
930,931,3696_image009.png,3696.0,WARRIGAL ROAD / SOUTH ROAD / DINGLEY BYPASS,2015-10-05 00:00:00,KINGSTON,"NOTE:, 1.SG5, SG6, SG7 & SG8 are 3-aspect (R/Y/G), fully controlled right turns., 2. SG9 is a single aspect White 'B' (Bus) display."
931,932,3696_image049.gif,3696.0,WARRIGAL ROAD / SOUTH ROAD / DINGLEY BYPASS,2015-10-05 00:00:00,KINGSTON,"SG6, SG7 & SGB are 3-aspect (R/VIG), fully controlled right turns., 9, isa single aspect White’B’ (Bus) display."
932,933,3696_image251.png,3696.0,WARRIGAL ROAD / SOUTH ROAD / DINGLEY BYPASS,2015-10-05 00:00:00,KINGSTON,BUS @
933,934,3696_image258.gif,3696.0,WARRIGAL ROAD / SOUTH ROAD / DINGLEY BYPASS,2015-10-05 00:00:00,KINGSTON,"GENERAL NOTES:, (Communications Operation of XSF flags is required), FL — Allows late introduction of P1 in AG (Masterfink only)., — Allows late introduction of P2 in AG (Masterfink only)., — Allows auto introduction of P1 at the startof SG1., — Allows auto introduction of P2 at the startof S62., = Inhibit Bus detectors 1& 7 from calling SG9., JMMARY OF MSS FLAGS, ISS9 — Set for the duration S69 is green., GENERAL OPERATION, lear demands during assodated phase green and yellow., lear demands for DG from detectixs 13, 14 & 15 during SG3 green and yellow in CB., Clear demands for D@ from detecturs 19, 20, 21 & 22 during SG4 green and yellow in ED., lear demands for F@ during SG2 green and if G is not demanded., Use AS yellow for FS yellow if transitioning from F to phases other than GB., Use AS yellow for G@ yellow if transitioning from G® to phases other than AD., Use CB yellow for EG yellow if transitioning from EG — DS., Use D@ yellow for CS yellow if transitioning from CB to phases ather than DB., Use G ydlow for BS yellow if transitioning from BS —+ AB., Use AS Spedal All Red if transitioning from AG — BG and AS — GB., Use BS Spedal All Red if transitioning from BB — AG, BG — FB and BS — GB., Use CB Special All Red if transitioning from CB — AB, CB —+ FP or CB + GB., Use E@ Special All Red if transitioning from EG — CB or ES — DB., Use G@ Spedal All Red if transitioning from GS — CB, GB — DG or GB — EB., |GNAL GROUP OPERATION, a GROUPS 2%9, © SG9 is demanded by detectors 1 & 7 (refer detector operation)., © If SG9 is demanded prior to start of A, then introduce SG9 for the duration of AG late, interval., * SG9 terminates after AG late start and SG2 introduces at the start of AB minimum green., If SG9 is not demanded, then expire AG late start period with SG2 introducing at the start of, AD., lear demand for SG9 during SG2 green and yellow., F® (SG9) can also be demanded during CB, DG or EB., Inhibit operation of SG9 if XSF7 is set., ‘Set MSS9 flag for the duration of SG9."
934,935,3703_image076.png,3703.0,"WARRIGAL ROAD / COCHRANES ROAD / FAIRCHILD
  ROAD",2016-06-27 00:00:00,KINGSTON,BUS BAY
935,936,3705_image026.png,3705.0,STUD ROAD / MOCKRIDGE STREET / HARCREST BOULEVARD,2014-05-19 00:00:00,KNOX,"Notes, 1. SG5 & SG6 are 3-aspect (R/V/G) fully-controlled right, turns, 2. SG7 & SG8 are 1-aspect (W) Bus displays, 3. SG9 (P1) also drive a 2-aspect (R/G) Bike display"
936,937,3705_image171.png,3705.0,STUD ROAD / MOCKRIDGE STREET / HARCREST BOULEVARD,2014-05-19 00:00:00,KNOX,"Conditional on SG7 (Bus Demand), Conditional on SG8 (Bus Demand)"
937,938,3742_image033.png,3742.0,DALTON ROAD/ KEON PARADE/ CHEDDAR ROAD,2014-11-11 00:00:00,DAREBIN,"SG1 is a 3-aspect (R/Y/G) fully controlled left turn,, SG2is a 3-aspect (R/Y/G) fully controlled right turn, SG5 & SG6 are 4-aspect (R/V/G/G arrow) split phase turns, SG6""is a 2-aspect (Y/G) partially controlled left turn, SG7, SG8 & SG9 are 3-aspect (R/Y/W) bus displays, P4 Wait State Output drives audio tactiles (Refer special notes)"
938,939,3742_image098.png,3742.0,DALTON ROAD/ KEON PARADE/ CHEDDAR ROAD,2014-11-11 00:00:00,DAREBIN,"BUS, LANE"
939,940,3742_image149.png,3742.0,DALTON ROAD/ KEON PARADE/ CHEDDAR ROAD,2014-11-11 00:00:00,DAREBIN,BUS BAY
940,941,3742_image216.png,3742.0,DALTON ROAD/ KEON PARADE/ CHEDDAR ROAD,2014-11-11 00:00:00,DAREBIN,BUS
941,942,3742_image240.png,3742.0,DALTON ROAD/ KEON PARADE/ CHEDDAR ROAD,2014-11-11 00:00:00,DAREBIN,BUS
942,943,3753_image079.gif,3753.0,WILLIAMSTOWN ROAD NR WEBB STREET,2014-01-29 00:00:00,MARIBYRNONG,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
943,944,3794_image093.gif,3794.0,PARK STREET NR THE AVENUE,2014-04-04 00:00:00,MORELAND,"@ Standard -for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
944,945,3796_image106.png,3796.0,NICHOLSON STREET NR HARRISON STREET,2017-06-09 00:00:00,MORELAND,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
945,946,3806_image271.png,3806.0,RIVERSDALE ROAD NR QUANTOCK STREET,2018-08-07 00:00:00,BOROONDARA,"@ Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
946,947,3816_image068.gif,3816.0,HIGH STREET NR HIGHGATE GROVE,2014-08-01 00:00:00,BOROONDARA,"© Standard - for Tram/Bus or Congestion treatment, @ High - for Pedestrian priority"
947,948,3817_image067.gif,3817.0,HIGH STREET NR WARD STREET,2014-08-01 00:00:00,BOROONDARA,"© Standard - for Tram/Bus or Congestion treatment, @ High - for Pedestrian priority"
948,949,3818_image087.gif,3818.0,HIGH STREET NR CAROOL ROAD,2014-08-01 00:00:00,BOROONDARA,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
949,950,3823_image095.png,3823.0,WHITEHORSE ROAD NR BANOOL ROAD,2017-02-15 00:00:00,BOROONDARA,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
950,951,3840_image107.gif,3840.0,MALVERN ROAD NR MERCER ROAD,2015-02-27 00:00:00,STONNINGTON,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
951,952,3852_image083.gif,3852.0,WAVERLEY ROAD NR IVANHOE GROVE,2015-03-02 00:00:00,STONNINGTON,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
952,953,3856_image029.png,3856.0,"TOORONGA ROAD 
  NR MILTON PARADE",2015-10-06 00:00:00,STONNINGTON,"NOTES:, 1.SG4 is a 1-aspect (WW) Bus 'B' display, 2. SG5 & SG6 are 2-aspect (R/Y) partially-controlled leftturns., 3. SG7 is a 'Traffic Light Response’ (TLR) to Railway controller]"
953,954,3856_image214.gif,3856.0,"TOORONGA ROAD 
  NR MILTON PARADE",2015-10-06 00:00:00,STONNINGTON,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
954,955,3865_image092.gif,3865.0,LENNOX STREET NR YORK STREET,2013-04-02 00:00:00,YARRA,"© Standard - for Tram/Bus or Congestion treatment, ® High - for Pedestrian priority"
955,956,3872_image106.gif,3872.0,GILBERT ROAD NR MILLER STREET,2016-04-14 00:00:00,DAREBIN,"® Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
956,957,3873_image108.gif,3873.0,GILBERT ROAD NR JACKA STREET,2016-02-12 00:00:00,DAREBIN,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
957,958,3876_image078.gif,3876.0,SPRING STREET NR VERDUN GROVE,2014-02-19 00:00:00,DAREBIN,"@ Standard -for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
958,959,3877_image116.png,3877.0,MURRAY ROAD/NORTHLAND WESTERN ACCESS,2015-08-24 00:00:00,DAREBIN,BUS LANE
959,960,3880_image080.gif,3880.0,HIGH STREET NR DAVID STREET,2014-06-12 00:00:00,DAREBIN,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
960,961,3921_image096.gif,3921.0,ELGAR ROAD NR LORAINE AVENUE,2016-02-19 00:00:00,WHITEHORSE,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
961,962,3942_image097.gif,3942.0,HIGHBURY ROAD NR MONTPELLIER ROAD,2016-02-19 00:00:00,WHITEHORSE,"© Standard - for Tram/Bus or Congestion treatment, © High - for Pedestrian priority"
